company_name,url,founded_year,total_employees,headquarters_city,employee_locations,employee_rowth_2Y,employee_growth_1Y,employee_growth_6M,description,industry
CloudSecurity Technologies,https://www.cloudsecurity.io,2019,55,New York (USA),"{""USA"": 46, ""Canada"": 5, ""UK"": 2, ""India"": 2}",56.8,30.4,16.3,"Cloud security posture management with compliance automation, subscription based on cloud accounts and security controls",Cloud Security
LondonFintech Group,https://www.londonfintech.co.uk,2021,33,London (UK),"{""UK"": 24, ""Ireland"": 3, ""France"": 2, ""Germany"": 2, ""USA"": 2}",74.2,37.6,19.3,"Payment processing and financial compliance for UK/EU markets, transaction-based pricing with monthly platform fee",Fintech
DataVault Systems,https://www.datavault.com,2020,47,Seattle (USA),"{""USA"": 39, ""Canada"": 5, ""UK"": 2, ""India"": 1}",80.3,40.4,20.2,"Data storage and protection platform with compliance features, subscription based on data volume and retention period",Data Protection
MunichTech Innovations,https://www.munichtech.de,2018,62,Munich (Germany),"{""Germany"": 45, ""Austria"": 7, ""Switzerland"": 5, ""France"": 3, ""USA"": 2}",37.4,22.8,11.9,"Industrial IoT platform with manufacturing analytics, hardware sensors with recurring platform subscription",Industrial IoT
DevOps Technologies,https://www.devops.tech,2022,25,Austin (USA),"{""USA"": 21, ""Canada"": 2, ""UK"": 1, ""India"": 1}",N/A,57.6,24.5,"DevOps orchestration platform with CI/CD automation, subscription based on repository count and build minutes",DevOps
TokyoSoft Solutions,https://www.tokyosoft.jp,2020,46,Tokyo (Japan),"{""Japan"": 35, ""South Korea"": 5, ""China"": 4, ""USA"": 2}",78.9,39.7,19.8,"Business management software for Japanese enterprises, subscription based on user count with localization features",Business Management
CloudNative Systems,https://www.cloudnative.io,2019,54,San Francisco (USA),"{""USA"": 45, ""Canada"": 5, ""UK"": 2, ""India"": 2}",57.6,30.8,16.5,"Kubernetes management and container orchestration platform, subscription based on cluster size and node count",Container Orchestration
SydneyData Solutions,https://www.sydneydata.com.au,2021,34,Sydney (Australia),"{""Australia"": 26, ""New Zealand"": 4, ""Singapore"": 2, ""USA"": 2}",75.3,37.9,19.2,"Data analytics platform optimized for APAC region, subscription based on data sources and user count",Data Analytics
SmartFinance Technologies,https://www.smartfinance.co,2020,43,Chicago (USA),"{""USA"": 36, ""Canada"": 4, ""UK"": 2, ""India"": 1}",77.2,38.5,19.4,"Financial management and planning platform, subscription based on company size and module selection",Financial Software
BerlinCloud Group,https://www.berlincloud.de,2018,68,Berlin (Germany),"{""Germany"": 49, ""Austria"": 8, ""Switzerland"": 6, ""France"": 3, ""USA"": 2}",39.2,23.6,12.3,"Cloud infrastructure with European data sovereignty, subscription based on compute resources with GDPR compliance",Cloud Infrastructure
AIProcess Solutions,https://www.aiprocess.tech,2022,24,Boston (USA),"{""USA"": 20, ""Canada"": 2, ""UK"": 1, ""India"": 1}",N/A,56.3,24.1,"Process mining and optimization platform with AI recommendations, subscription based on process complexity and execution volume",Process Mining
SingaporeLogic Systems,https://www.singaporelogic.sg,2020,45,Singapore,"{""Singapore"": 29, ""Malaysia"": 6, ""Indonesia"": 4, ""Thailand"": 3, ""USA"": 3}",79.6,39.8,20.1,"Business rules management system for ASEAN enterprises, subscription based on rule complexity and execution volume",Business Rules Management
MobileSecure Technologies,https://www.mobilesecure.io,2019,57,Toronto (Canada),"{""Canada"": 38, ""USA"": 14, ""UK"": 3, ""India"": 2}",59.2,31.5,16.8,"Mobile security and device management platform, subscription based on device count and security features",Mobile Security
DigitalEdge Systems,https://www.digitaledge.tech,2021,37,Austin (USA),"{""USA"": 31, ""Canada"": 3, ""UK"": 2, ""India"": 1}",76.4,38.3,19.2,"Edge computing platform with real-time analytics capabilities, node-based subscription with bandwidth tiers",Edge Computing
NordicSoft Solutions,https://www.nordicsoft.no,2019,54,Oslo (Norway),"{""Norway"": 38, ""Sweden"": 7, ""Denmark"": 5, ""Finland"": 3, ""USA"": 1}",56.2,29.8,15.7,"Enterprise software tailored for Nordic businesses, perpetual licensing with annual maintenance fees",Enterprise Software
CloudAI Technologies,https://www.cloudai.io,2020,42,Seattle (USA),"{""USA"": 35, ""Canada"": 4, ""UK"": 2, ""India"": 1}",78.5,39.3,19.8,"AI model training and inference platform, subscription based on compute resources and model complexity",Artificial Intelligence
AsiaCommerce Group,https://www.asiacommerce.sg,2022,26,Singapore,"{""Singapore"": 17, ""Malaysia"": 3, ""Indonesia"": 3, ""Thailand"": 2, ""USA"": 1}",N/A,59.5,24.6,"E-commerce platform optimized for Southeast Asian markets, transaction fee model with storefront subscription",E-commerce
HealthSync Technologies,https://www.healthsync.com,2020,46,Boston (USA),"{""USA"": 39, ""Canada"": 4, ""UK"": 2, ""India"": 1}",80.2,40.1,20.3,"Healthcare data interoperability and analytics platform, subscription based on patient volume and integration points",Healthcare IT
TelAvivSoftware Systems,https://www.telavivsoftware.co.il,2018,63,Tel Aviv (Israel),"{""Israel"": 47, ""UK"": 6, ""Germany"": 5, ""USA"": 5}",38.4,23.1,11.8,"Cybersecurity threat intelligence platform, license-based model with threat feed subscription",Cybersecurity
DataPipeline Solutions,https://www.datapipeline.io,2021,32,Denver (USA),"{""USA"": 27, ""Canada"": 3, ""UK"": 1, ""India"": 1}",74.8,37.6,19.1,"Data integration and ETL platform with pre-built connectors, subscription based on data volume and pipeline complexity",Data Integration
LondonLogic Technologies,https://www.londonlogic.co.uk,2020,44,London (UK),"{""UK"": 33, ""France"": 4, ""Germany"": 4, ""Spain"": 2, ""USA"": 1}",77.3,38.9,19.7,"Business rules management system with compliance features, subscription based on rule complexity and execution volume",Business Rules Management
QuantumEdge Networks,https://www.quantumedge.net,2019,58,Vancouver (Canada),"{""Canada"": 39, ""USA"": 15, ""UK"": 2, ""India"": 2}",59.4,31.2,16.5,"Network optimization with quantum-inspired algorithms, subscription based on network size and optimization complexity",Network Optimization
JapanTech Innovations,https://www.japantech.jp,2022,25,Tokyo (Japan),"{""Japan"": 19, ""South Korea"": 3, ""Singapore"": 2, ""USA"": 1}",N/A,56.8,24.5,"AI-powered language translation optimized for Asian languages, subscription based on translation volume and language pairs",Translation Services
SecureData Systems,https://www.securedata.io,2020,43,Washington DC (USA),"{""USA"": 36, ""Canada"": 4, ""UK"": 2, ""India"": 1}",78.2,39.1,19.5,"Data security and compliance management platform, subscription based on data volume and compliance modules",Data Security
BerlinAI Solutions,https://www.berlinai.de,2019,56,Berlin (Germany),"{""Germany"": 41, ""Austria"": 6, ""Switzerland"": 5, ""France"": 3, ""USA"": 1}",57.3,30.4,16.2,"Machine learning operations platform for European enterprises, subscription based on model count and compute resources",Artificial Intelligence
CloudOps Technologies,https://www.cloudops.tech,2021,35,San Francisco (USA),"{""USA"": 29, ""Canada"": 3, ""UK"": 2, ""India"": 1}",75.6,37.8,19.2,"Cloud operations automation with AIOps capabilities, subscription based on monitored resources and incident resolution",Cloud Management
SydneyTech Group,https://www.sydneytech.com.au,2020,47,Sydney (Australia),"{""Australia"": 37, ""New Zealand"": 5, ""Singapore"": 3, ""USA"": 2}",79.8,39.9,20.1,"Cloud infrastructure optimized for Oceania region, subscription based on compute resources with local data residency",Cloud Infrastructure
FinanceTech Solutions,https://www.financetech.io,2018,62,New York (USA),"{""USA"": 51, ""Canada"": 6, ""UK"": 3, ""India"": 2}",37.6,22.8,11.6,"Financial planning and analysis platform, subscription based on company size and module selection",Financial Software
MadridSoft Technologies,https://www.madridsoft.es,2022,24,Madrid (Spain),"{""Spain"": 17, ""Portugal"": 3, ""France"": 2, ""UK"": 1, ""USA"": 1}",N/A,58.2,24.3,"Business management software for Spanish-speaking markets, subscription based on user count with localization features",Business Management
DevSecOps Technologies,https://www.devsecops.com,2020,44,Toronto (Canada),"{""Canada"": 30, ""USA"": 10, ""UK"": 2, ""India"": 2}",76.5,38.4,19.4,"Security-focused DevOps platform with compliance automation, subscription based on repository count and security scans",DevOps
SingaporeAnalytics Systems,https://www.singaporeanalytics.sg,2019,55,Singapore,"{""Singapore"": 35, ""Malaysia"": 7, ""Indonesia"": 6, ""Thailand"": 4, ""USA"": 3}",58.6,31.3,16.6,"Business intelligence platform for ASEAN markets, subscription based on data sources and dashboard users",Business Intelligence
SmartProcess Solutions,https://www.smartprocess.tech,2021,33,Chicago (USA),"{""USA"": 28, ""Canada"": 3, ""UK"": 1, ""India"": 1}",73.4,36.9,18.7,"Business process automation with AI-driven optimization, subscription based on process complexity and execution volume",Process Automation
StockholmTech Innovations,https://www.stockholmtech.se,2020,45,Stockholm (Sweden),"{""Sweden"": 33, ""Norway"": 5, ""Denmark"": 4, ""Finland"": 2, ""USA"": 1}",78.7,39.5,19.9,"Enterprise software for Nordic markets with regional compliance features, subscription based on user count and modules",Enterprise Software
CloudMatrix Technologies,https://www.cloudmatrix.io,2018,65,Seattle (USA),"{""USA"": 53, ""Canada"": 6, ""UK"": 3, ""India"": 3}",38.5,23.2,12.1,"Multi-cloud management and cost optimization platform, percentage-of-savings fee structure with base subscription",Cloud Management
MobileTech Systems,https://www.mobiletech.app,2022,27,Boston (USA),"{""USA"": 23, ""Canada"": 2, ""UK"": 1, ""India"": 1}",N/A,61.4,25.3,"Mobile device management and security platform, subscription based on device count and security features",Mobile Security
DublinSoft Solutions,https://www.dublinsoft.ie,2020,42,Dublin (Ireland),"{""Ireland"": 31, ""UK"": 5, ""USA"": 3, ""Germany"": 3}",77.5,38.8,19.6,"Financial compliance platform for European markets, subscription based on transaction volume and regulatory modules",Fintech
AutomationFlow Technologies,https://www.automationflow.com,2019,57,Minneapolis (USA),"{""USA"": 47, ""Canada"": 5, ""UK"": 3, ""India"": 2}",58.3,30.9,16.3,"Robotic process automation platform with AI capabilities, bot-based licensing with designer seats",Process Automation
TokyoData Systems,https://www.tokyodata.jp,2021,31,Tokyo (Japan),"{""Japan"": 23, ""South Korea"": 4, ""China"": 3, ""USA"": 1}",72.6,36.7,18.5,"Data analytics platform optimized for Japanese enterprises, subscription based on data volume and visualization capabilities",Data Analytics
QuantumSoft Technologies,https://www.quantumsoft.io,2020,48,San Diego (USA),"{""USA"": 40, ""Canada"": 5, ""UK"": 2, ""India"": 1}",81.3,40.7,20.4,"Quantum-inspired optimization algorithms for logistics, subscription based on problem complexity and optimization runs",Quantum Computing
MunichTech Systems,https://www.munichtech.de,2018,61,Munich (Germany),"{""Germany"": 44, ""Austria"": 7, ""Switzerland"": 6, ""France"": 3, ""USA"": 1}",37.2,22.6,11.7,"Industrial IoT platform with manufacturing analytics, hardware sensors with recurring platform subscription",Industrial IoT
CloudHealth Solutions,https://www.cloudhealth.tech,2022,25,Chicago (USA),"{""USA"": 21, ""Canada"": 2, ""UK"": 1, ""India"": 1}",N/A,57.5,24.8,"Healthcare analytics platform with compliance features, subscription based on patient volume and analytics modules",Healthcare IT
AustralianTech Group,https://www.australiantech.com.au,2020,46,Melbourne (Australia),"{""Australia"": 36, ""New Zealand"": 5, ""Singapore"": 3, ""USA"": 2}",79.4,39.8,20.1,"Cloud infrastructure optimized for Oceania region with local data residency, subscription based on compute resources and storage",Cloud Infrastructure
DataVision Technologies,https://www.datavision.io,2019,53,Austin (USA),"{""USA"": 44, ""Canada"": 5, ""UK"": 2, ""India"": 2}",57.2,30.3,16.1,"Data visualization and analytics platform, subscription based on data sources and dashboard users",Data Visualization
TelAvivAI Systems,https://www.telavivai.co.il,2021,34,Tel Aviv (Israel),"{""Israel"": 25, ""UK"": 3, ""Germany"": 3, ""USA"": 3}",74.5,37.4,19.2,"AI-powered cybersecurity threat detection, subscription based on network size and security events",Cybersecurity
SmartFinance Solutions,https://www.smartfinance.co,2020,45,Toronto (Canada),"{""Canada"": 31, ""USA"": 10, ""UK"": 2, ""India"": 2}",78.9,39.6,20.1,"Financial management and reporting platform, subscription based on company size and module selection",Financial Software
BerlinSoft Group,https://www.berlinsoft.de,2018,64,Berlin (Germany),"{""Germany"": 47, ""Austria"": 7, ""Switzerland"": 5, ""France"": 4, ""USA"": 1}",38.7,23.3,12.2,"Enterprise resource planning with German engineering precision, license-based with implementation services",Enterprise Software
AIProcess Technologies,https://www.aiprocess.ai,2022,26,San Francisco (USA),"{""USA"": 22, ""Canada"": 2, ""UK"": 1, ""India"": 1}",N/A,59.8,25.1,"Process mining and optimization with AI recommendations, subscription based on process complexity and execution volume",Process Mining
SingaporeSecurity Systems,https://www.singaporesecurity.sg,2020,43,Singapore,"{""Singapore"": 28, ""Malaysia"": 5, ""Indonesia"": 4, ""Thailand"": 3, ""USA"": 3}",77.8,39.1,19.7,"Cybersecurity platform optimized for APAC region, subscription based on endpoint count and security controls",Cybersecurity
CloudMonitor Technologies,https://www.cloudmonitor.io,2019,59,Denver (USA),"{""USA"": 49, ""Canada"": 6, ""UK"": 2, ""India"": 2}",59.5,31.6,16.8,"Cloud infrastructure monitoring and observability platform, agent-based pricing with retention period options",Cloud Management
OsloTech Solutions,https://www.oslotech.no,2021,32,Oslo (Norway),"{""Norway"": 23, ""Sweden"": 4, ""Denmark"": 3, ""Finland"": 1, ""USA"": 1}",73.5,37.1,18.8,"Business intelligence platform for Nordic markets, subscription based on data sources and dashboard users",Business Intelligence
MarketAnalytics Systems,https://www.marketanalytics.com,2020,44,New York (USA),"{""USA"": 37, ""Canada"": 4, ""UK"": 2, ""India"": 1}",78.4,39.2,19.6,"Market intelligence platform with competitive analysis, subscription based on tracked competitors and industries",Market Intelligence
SydneySoft Technologies,https://www.sydneysoft.com.au,2018,67,Sydney (Australia),"{""Australia"": 52, ""New Zealand"": 8, ""Singapore"": 5, ""USA"": 2}",39.3,23.6,12.4,"Business management software for Oceania region, subscription based on user count with regional compliance",Business Management
SupplyChain Solutions,https://www.supplychain.tech,2022,24,Vancouver (Canada),"{""Canada"": 17, ""USA"": 5, ""UK"": 1, ""India"": 1}",N/A,56.8,24.3,"Supply chain visibility and optimization platform, subscription based on trading partners and transaction volume",Supply Chain
ZurichTech Innovations,https://www.zurichtech.ch,2020,47,Zurich (Switzerland),"{""Switzerland"": 34, ""Germany"": 6, ""Austria"": 4, ""France"": 2, ""USA"": 1}",80.3,40.2,20.3,"Financial technology platform with Swiss privacy standards, subscription based on transaction volume and compliance modules",Fintech
CloudSecurity Systems,https://www.cloudsecurity.io,2019,55,Seattle (USA),"{""USA"": 46, ""Canada"": 5, ""UK"": 2, ""India"": 2}",57.8,30.8,16.5,"Cloud security posture management with compliance automation, subscription based on cloud assets and security controls",Cloud Security
TokyoSoft Group,https://www.tokyosoft.jp,2021,35,Tokyo (Japan),"{""Japan"": 26, ""South Korea"": 4, ""China"": 3, ""Singapore"": 1, ""USA"": 1}",75.3,37.7,19.1,"Business process management platform for Japanese enterprises, subscription based on process complexity and users",Business Process Management
HealthTech Solutions,https://www.healthtech.co,2020,43,Boston (USA),"{""USA"": 36, ""Canada"": 4, ""UK"": 2, ""India"": 1}",78.6,39.4,19.7,"Healthcare practice management with telehealth capabilities, subscription based on provider count and patient volume",Healthcare IT
AmsterdamData Technologies,https://www.amsterdamdata.nl,2018,60,Amsterdam (Netherlands),"{""Netherlands"": 43, ""Belgium"": 7, ""Germany"": 5, ""UK"": 4, ""USA"": 1}",37.4,22.7,11.8,"Data governance platform with GDPR compliance features, subscription based on data assets and compliance modules",Data Governance
MobileFlow Systems,https://www.mobileflow.app,2022,27,Chicago (USA),"{""USA"": 23, ""Canada"": 2, ""UK"": 1, ""India"": 1}",N/A,61.5,25.4,"Mobile workflow automation and approval management, subscription based on user count and workflow complexity",Workflow Automation
SingaporeTech Solutions,https://www.singaporetech.sg,2020,46,Singapore,"{""Singapore"": 30, ""Malaysia"": 6, ""Indonesia"": 5, ""Thailand"": 3, ""USA"": 2}",79.5,39.8,20.1,"Enterprise software for ASEAN markets, subscription based on user count with regional compliance features",Enterprise Software
WebFlow Technologies,https://www.webflow.io,2019,54,San Francisco (USA),"{""USA"": 45, ""Canada"": 5, ""UK"": 2, ""India"": 2}",58.6,31.2,16.6,"Web content management with visual design tools, subscription based on site count and traffic volume",Web Development
VelocityCloud Systems,https://www.velocitycloud.io,2021,38,Atlanta (USA),"{""USA"": 32, ""Canada"": 4, ""UK"": 1, ""India"": 1}",76.8,38.4,19.6,"Multi-cloud workload orchestration platform with automated scaling, subscription based on managed instances and resource consumption",Cloud Orchestration
BrusselsTech Solutions,https://www.brusselstech.be,2019,54,Brussels (Belgium),"{""Belgium"": 38, ""Netherlands"": 6, ""France"": 5, ""Germany"": 4, ""USA"": 1}",56.4,29.7,15.8,"Enterprise software with EU regulatory compliance features, annual licensing with implementation services",Enterprise Software
DataNexus Technologies,https://www.datanexus.tech,2020,41,Philadelphia (USA),"{""USA"": 34, ""Canada"": 4, ""UK"": 2, ""India"": 1}",77.3,38.9,19.5,"Data integration platform with AI-powered mapping, subscription based on data volume and connector usage",Data Integration
SeoulSoft Group,https://www.seoulsoft.kr,2022,25,Seoul (South Korea),"{""South Korea"": 19, ""Japan"": 3, ""China"": 2, ""USA"": 1}",N/A,58.6,24.7,"Enterprise resource planning system optimized for Asian markets, user-based subscription with localization features",Enterprise Software
SmartRetail Technologies,https://www.smartretail.io,2020,47,Dallas (USA),"{""USA"": 39, ""Canada"": 5, ""UK"": 2, ""India"": 1}",80.2,40.1,20.3,"Retail analytics and inventory optimization platform, subscription based on store count and transaction volume",Retail Software
MilanTech Innovations,https://www.milantech.it,2018,65,Milan (Italy),"{""Italy"": 48, ""Spain"": 7, ""France"": 5, ""Switzerland"": 4, ""USA"": 1}",38.7,23.5,12.3,"Manufacturing execution system with Italian design focus, perpetual licensing with annual maintenance fees",Manufacturing
CloudDefend Systems,https://www.clouddefend.com,2021,31,Austin (USA),"{""USA"": 26, ""Canada"": 3, ""UK"": 1, ""India"": 1}",74.5,37.2,18.6,"Cloud security posture management with compliance automation, subscription based on cloud assets and security controls",Cloud Security
SingaporeAI Solutions,https://www.singaporeai.sg,2020,44,Singapore,"{""Singapore"": 28, ""Malaysia"": 6, ""Indonesia"": 5, ""Thailand"": 3, ""USA"": 2}",78.4,39.3,19.7,"Machine learning operations platform for Asian markets, subscription based on model count and compute resources",Artificial Intelligence
FinanceTech Group,https://www.financetech.tech,2019,57,Toronto (Canada),"{""Canada"": 39, ""USA"": 14, ""UK"": 2, ""India"": 2}",58.3,30.8,16.4,"Financial management and compliance platform, subscription based on company size and module selection",Financial Software
BarcelonaSoft Systems,https://www.barcelonasoft.es,2022,24,Barcelona (Spain),"{""Spain"": 17, ""Portugal"": 3, ""France"": 2, ""Italy"": 1, ""USA"": 1}",N/A,56.8,24.3,"Business intelligence platform for Spanish-speaking markets, subscription based on dashboard users and data sources",Business Intelligence
MobileSecurity Technologies,https://www.mobilesecurity.io,2020,46,Boston (USA),"{""USA"": 38, ""Canada"": 5, ""UK"": 2, ""India"": 1}",79.5,39.7,19.9,"Mobile device security and management platform, subscription based on device count and security features",Mobile Security
TelAvivTech Group,https://www.telavivtech.co.il,2019,55,Tel Aviv (Israel),"{""Israel"": 41, ""UK"": 5, ""Germany"": 4, ""France"": 3, ""USA"": 2}",57.6,30.4,16.2,"Cybersecurity threat intelligence platform, subscription based on protected endpoints and threat feeds",Cybersecurity
AIFlow Technologies,https://www.aiflow.ai,2021,33,Seattle (USA),"{""USA"": 28, ""Canada"": 3, ""UK"": 1, ""India"": 1}",75.3,37.8,19.3,"AI workflow automation and model deployment platform, subscription based on model complexity and execution volume",Artificial Intelligence
StockholmData Solutions,https://www.stockholmdata.se,2020,45,Stockholm (Sweden),"{""Sweden"": 33, ""Norway"": 5, ""Denmark"": 4, ""Finland"": 2, ""USA"": 1}",78.6,39.4,19.8,"Data analytics platform for Nordic markets, subscription based on data volume and user seats",Data Analytics
CloudBackup Systems,https://www.cloudbackup.tech,2018,62,Chicago (USA),"{""USA"": 51, ""Canada"": 6, ""UK"": 3, ""India"": 2}",37.4,22.7,11.8,"Cloud backup and disaster recovery platform, subscription based on data volume and recovery objectives",Data Protection
SaoPauloTech Solutions,https://www.saopaulotech.br,2022,27,São Paulo (Brazil),"{""Brazil"": 20, ""Argentina"": 3, ""Chile"": 2, ""Mexico"": 1, ""USA"": 1}",N/A,61.5,25.4,"Enterprise software for Latin American markets, subscription based on user count with regional compliance",Enterprise Software
ProcessFlow Technologies,https://www.processflow.io,2020,42,Denver (USA),"{""USA"": 35, ""Canada"": 4, ""UK"": 2, ""India"": 1}",77.8,38.9,19.6,"Business process automation with visual workflow designer, subscription based on process complexity and execution volume",Business Process Management
BerlinAI Group,https://www.berlinai.de,2019,56,Berlin (Germany),"{""Germany"": 41, ""Austria"": 6, ""Switzerland"": 5, ""France"": 3, ""USA"": 1}",58.5,31.1,16.6,"Machine learning operations platform with European privacy compliance, subscription based on model count and compute resources",Artificial Intelligence
SmartHealth Systems,https://www.smarthealth.app,2021,34,San Francisco (USA),"{""USA"": 29, ""Canada"": 3, ""UK"": 1, ""India"": 1}",76.2,38.1,19.3,"Healthcare data analytics and patient engagement platform, subscription based on patient volume and analytics features",Healthcare IT
SydneyTech Solutions,https://www.sydneytech.com.au,2020,48,Sydney (Australia),"{""Australia"": 38, ""New Zealand"": 5, ""Singapore"": 3, ""USA"": 2}",81.4,40.6,20.4,"Cloud infrastructure optimized for Oceania region, subscription based on compute resources with local data residency",Cloud Infrastructure
SecureAuth Technologies,https://www.secureauth.io,2018,61,San Diego (USA),"{""USA"": 50, ""Canada"": 6, ""UK"": 3, ""India"": 2}",36.8,22.5,11.7,"Identity and access management platform, subscription based on user count and authentication features",Identity Management
DublinTech Group,https://www.dublintech.ie,2022,26,Dublin (Ireland),"{""Ireland"": 19, ""UK"": 3, ""Netherlands"": 2, ""Germany"": 1, ""USA"": 1}",N/A,59.4,24.8,"Financial technology solutions for European markets, transaction-based pricing with monthly platform fee",Fintech
DataGovernance Solutions,https://www.datagovernance.tech,2020,43,Minneapolis (USA),"{""USA"": 36, ""Canada"": 4, ""UK"": 2, ""India"": 1}",78.3,39.2,19.7,"Data governance and compliance management platform, subscription based on data assets and compliance modules",Data Governance
MunichSoft Technologies,https://www.munichsoft.de,2019,53,Munich (Germany),"{""Germany"": 39, ""Austria"": 6, ""Switzerland"": 4, ""France"": 3, ""USA"": 1}",57.4,30.5,16.3,"Enterprise resource planning with German precision engineering, license-based model with implementation services",Enterprise Software
CloudNative Systems,https://www.cloudnative.io,2021,32,New York (USA),"{""USA"": 27, ""Canada"": 3, ""UK"": 1, ""India"": 1}",73.8,36.9,18.8,"Kubernetes management and container orchestration platform, subscription based on cluster size and node count",Container Orchestration
TokyoTech Group,https://www.tokyotech.jp,2020,46,Tokyo (Japan),"{""Japan"": 35, ""South Korea"": 5, ""China"": 4, ""Singapore"": 1, ""USA"": 1}",79.7,39.8,20.2,"Enterprise software for Japanese businesses, perpetual licensing with annual maintenance and support",Enterprise Software
SmartContract Technologies,https://www.smartcontract.tech,2018,64,Washington DC (USA),"{""USA"": 53, ""Canada"": 6, ""UK"": 3, ""India"": 2}",38.5,23.1,12.2,"Smart contract development and management platform, transaction-based pricing with template library",Blockchain
CopenhagenData Systems,https://www.copenhagendata.dk,2022,25,Copenhagen (Denmark),"{""Denmark"": 18, ""Sweden"": 3, ""Norway"": 2, ""Finland"": 1, ""USA"": 1}",N/A,57.3,24.6,"Data analytics platform for Nordic markets, subscription based on data sources and dashboard users",Data Analytics
DevOpsPro Technologies,https://www.devopspro.io,2020,44,Seattle (USA),"{""USA"": 37, ""Canada"": 4, ""UK"": 2, ""India"": 1}",78.8,39.3,19.9,"DevOps orchestration platform with CI/CD automation, subscription based on pipeline count and build minutes",DevOps
SingaporeSoft Solutions,https://www.singaporesoft.sg,2019,58,Singapore,"{""Singapore"": 37, ""Malaysia"": 7, ""Indonesia"": 6, ""Thailand"": 5, ""USA"": 3}",59.2,31.4,16.8,"Enterprise software for ASEAN markets, subscription based on user count with regional compliance features",Enterprise Software
HealthTech Innovations,https://www.healthtech.tech,2021,35,Vancouver (Canada),"{""Canada"": 24, ""USA"": 9, ""UK"": 1, ""India"": 1}",76.5,38.3,19.5,"Healthcare management software with telehealth capabilities, subscription based on provider count and patient volume",Healthcare IT
BudapestTech Group,https://www.budapesttech.hu,2020,47,Budapest (Hungary),"{""Hungary"": 35, ""Poland"": 5, ""Romania"": 3, ""Germany"": 3, ""USA"": 1}",80.4,40.2,20.3,"Business process management for Central European markets, subscription based on process complexity and user count",Business Process Management
CloudTesting Solutions,https://www.cloudtesting.io,2018,66,Phoenix (USA),"{""USA"": 54, ""Canada"": 7, ""UK"": 3, ""India"": 2}",39.5,23.8,12.5,"Test automation and quality assurance platform, subscription based on test execution minutes and environment usage",Software Testing
RiyadhTech Solutions,https://www.riyadhtech.sa,2022,24,Riyadh (Saudi Arabia),"{""Saudi Arabia"": 17, ""UAE"": 3, ""Qatar"": 2, ""Egypt"": 1, ""USA"": 1}",N/A,56.2,24.1,"Enterprise software for Middle Eastern markets, perpetual licensing with annual maintenance fees",Enterprise Software
SecureFlow Systems,https://www.secureflow.tech,2020,45,Austin (USA),"{""USA"": 38, ""Canada"": 4, ""UK"": 2, ""India"": 1}",79.3,39.6,19.8,"Network security and performance monitoring, subscription based on device count with security analysis features",Network Security
AmsterdamTech Innovations,https://www.amsterdamtech.nl,2019,54,Amsterdam (Netherlands),"{""Netherlands"": 39, ""Belgium"": 6, ""Germany"": 5, ""UK"": 3, ""USA"": 1}",56.8,30.2,16.2,"Enterprise software with European data sovereignty, subscription based on user count and compliance modules",Enterprise Software
MobileFlow Technologies,https://www.mobileflow.app,2021,33,Chicago (USA),"{""USA"": 28, ""Canada"": 3, ""UK"": 1, ""India"": 1}",74.3,37.3,18.9,"Mobile workflow automation and approval management, subscription based on user count and workflow complexity",Workflow Automation
TaipeiTech Systems,https://www.taipeitech.tw,2020,42,Taipei (Taiwan),"{""Taiwan"": 31, ""China"": 5, ""Japan"": 3, ""Hong Kong"": 2, ""USA"": 1}",77.6,38.8,19.6,"Hardware component management and procurement platform, transaction fee model with inventory monitoring subscription",Hardware Manufacturing
CloudFinance Solutions,https://www.cloudfinance.io,2018,59,Toronto (Canada),"{""Canada"": 39, ""USA"": 16, ""UK"": 2, ""India"": 2}",36.7,22.3,11.5,"Financial management and planning platform, subscription based on company size and module selection",Financial Software
ViennaTech Group,https://www.viennatech.at,2022,27,Vienna (Austria),"{""Austria"": 19, ""Germany"": 4, ""Switzerland"": 2, ""Czech Republic"": 1, ""USA"": 1}",N/A,62.3,25.7,"Business management software for German-speaking markets, subscription based on user count with localization features",Business Management
DataProcess Technologies,https://www.dataprocess.tech,2020,46,Los Angeles (USA),"{""USA"": 38, ""Canada"": 5, ""UK"": 2, ""India"": 1}",80.5,40.3,20.4,"Data processing and analytics platform, subscription based on data volume and processing complexity",Data Processing
OsloSoft Solutions,https://www.oslosoft.no,2019,55,Oslo (Norway),"{""Norway"": 40, ""Sweden"": 6, ""Denmark"": 5, ""Finland"": 3, ""USA"": 1}",57.3,30.6,16.4,"Enterprise software for Nordic markets, subscription based on user count with regional compliance features",Enterprise Software
CloudOps Innovations,https://www.cloudops.ai,2021,34,Dallas (USA),"{""USA"": 29, ""Canada"": 3, ""UK"": 1, ""India"": 1}",75.7,37.9,19.2,"Cloud operations automation with AIOps capabilities, subscription based on monitored resources and incident resolution",Cloud Management
SydneyAI Technologies,https://www.sydneyai.com.au,2020,48,Sydney (Australia),"{""Australia"": 38, ""New Zealand"": 5, ""Singapore"": 3, ""USA"": 2}",81.2,40.5,20.3,"AI model training and deployment platform for Oceania markets, subscription based on compute resources and model complexity",Artificial Intelligence
SupplyChain Technologies,https://www.supplychain.io,2018,63,Atlanta (USA),"{""USA"": 52, ""Canada"": 6, ""UK"": 3, ""India"": 2}",38.3,23.1,12.1,"Supply chain visibility and optimization platform, subscription based on trading partners and transaction volume",Supply Chain
